student_id,school,school_setting,school_type,classroom,teaching_method,n_student,gender,lunch,pretest
HQ67D,UKPGS,Suburban,Public,XXE,Standard,22.0,Female,Does not qualify,84.0
PCELB,CCAAW,Suburban,Non-public,IQN,Experimental,15.0,Male,Does not qualify,63.0
EXMME,ZMNYA,Suburban,Public,4NN,Standard,22.0,Male,Does not qualify,68.0
8TE8Y,OJOBU,Rural,Public,XJ8,Standard,23.0,Female,Does not qualify,52.0
82ZHK,UKPGS,Suburban,Public,PGH,Experimental,23.0,Female,Does not qualify,71.0
O4GER,KZKKE,Rural,Public,O6A,Standard,22.0,Female,Qualifies for reduced/free lunch,42.0
AQCB5,GOOBU,Urban,Public,18K,Standard,31.0,Male,Qualifies for reduced/free lunch,46.0
SZR80,VVTVA,Urban,Public,YTB,Experimental,30.0,Male,Qualifies for reduced/free lunch,31.0
L4B6P,CCAAW,Suburban,Non-public,UWK,Standard,19.0,Female,Qualifies for reduced/free lunch,65.0
ST8FC,CCAAW,Suburban,Non-public,PGK,Standard,21.0,Female,Does not qualify,72.0
CXMKS,OJOBU,Rural,Public,XJ8,Standard,23.0,Male,Does not qualify,57.0
7GLHH,GOKXL,Rural,Public,ENO,Experimental,22.0,Male,Qualifies for reduced/free lunch,58.0
BX6I6,ANKYI,Urban,Non-public,ZNS,Standard,21.0,Female,Does not qualify,60.0
W4KYQ,IDGFP,Urban,Non-public,P2A,Experimental,17.0,Female,Does not qualify,81.0
10GPN,UAGPU,Suburban,Public,62L,Standard,23.0,Male,Does not qualify,62.0
K5OC0,VVTVA,Urban,Public,A93,Experimental,30.0,Female,Qualifies for reduced/free lunch,38.0
CB2FT,VVTVA,Urban,Public,A93,Experimental,30.0,Male,Qualifies for reduced/free lunch,35.0
BED44,GJJHK,Suburban,Public,ZDT,Standard,27.0,Male,Qualifies for reduced/free lunch,52.0
GEAML,KZKKE,Rural,Public,O6A,Standard,22.0,Male,Qualifies for reduced/free lunch,45.0
XL3MD,VKWQH,Rural,Public,D33,Standard,21.0,Male,Does not qualify,69.0
7T7C2,CIMBB,Urban,Non-public,EID,Standard,21.0,Male,Does not qualify,67.0
XDNY7,KZKKE,Rural,Public,5JK,Standard,24.0,Female,Qualifies for reduced/free lunch,32.0
AKDEM,QOQTS,Urban,Public,X2O,Experimental,25.0,Female,Does not qualify,63.0
UIM0F,DNQDD,Suburban,Public,2AP,Standard,27.0,Male,Qualifies for reduced/free lunch,52.0
